      31600          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      31700          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      31800          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      31900          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32000          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32100          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32200          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32300          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32400          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32500          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32600          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32700          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32800          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      32900          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      33000          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      33100          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      33200          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      33300          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      33400          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2      C10HO2          HO           O          O2
      33500          11           5           4           1           1           3           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      33600          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      33700          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      33800          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      33900          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      34000          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      34100          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      34200          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      34300          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2         H2O      C10HO2          HO           O          O2
      34400          10           6           3           1           1           1           2           2
#  Timestep    No_Moles    No_Specs          H2        H2O2      C10HO2          HO          O2           O
      34500           9           6           3           1           1           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      34600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      34700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      34800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      34900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      35900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      36900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      37900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      38900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      39900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      40900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      41900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      42900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      43900          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44000          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44100          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44200          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44300          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44400          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44500          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44600          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44700          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO2          O2           O
      44800          10           5           3           3           1           2           1
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      44900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      45900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      46900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      47900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      48900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      49900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      50900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      51900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      52900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      53900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      54900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55300           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55400           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55500           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55600           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55700           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55800           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      55900           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      56000           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      56100           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      56200           9           4           3           3           1           2
#  Timestep    No_Moles    No_Specs          H2          HO      C10HO3          O2
      56300           9           4           3           3           1           2
